_id,FinancialYear,HBT,HBTQF,Dataset,DatasetQF,LengthOfStay,NumberOfStays
1990,2004/05,S08000030, ,SMR04, ,> 6 months,180
1991,2004/05,S08000030, ,Total,d,< 1 day,140
1992,2004/05,S08000030, ,Total,d,1 - 7 days,720
1993,2004/05,S08000030, ,Total,d,8 - 28 days,650
1994,2004/05,S08000030, ,Total,d,29 days - 6 months,660
1995,2004/05,S08000030, ,Total,d,> 6 months,190
1996,2004/05,S08000028, ,SMR01, ,< 1 day,40
1997,2004/05,S08000028, ,SMR01, ,1 - 7 days,100
1998,2004/05,S08000028, ,SMR01, ,8 - 28 days,50
1999,2004/05,S08000028, ,SMR01, ,29 days - 6 months,0
2000,2004/05,S08000028, ,SMR01, ,> 6 months,0
2001,2004/05,S08000028, ,SMR04, ,< 1 day,0
2002,2004/05,S08000028, ,SMR04, ,1 - 7 days,40
2003,2004/05,S08000028, ,SMR04, ,8 - 28 days,60
2004,2004/05,S08000028, ,SMR04, ,29 days - 6 months,40
2005,2004/05,S08000028, ,SMR04, ,> 6 months,10
2006,2004/05,S08000028, ,Total,d,< 1 day,40
2007,2004/05,S08000028, ,Total,d,1 - 7 days,140
2008,2004/05,S08000028, ,Total,d,8 - 28 days,110
2009,2004/05,S08000028, ,Total,d,29 days - 6 months,40
2010,2004/05,S08000028, ,Total,d,> 6 months,10
2011,2004/05,SB0802, ,SMR01, ,< 1 day,0
2012,2004/05,SB0802, ,SMR01, ,1 - 7 days,0
2013,2004/05,SB0802, ,SMR01, ,8 - 28 days,0
2014,2004/05,SB0802, ,SMR01, ,29 days - 6 months,0
2015,2004/05,SB0802, ,SMR01, ,> 6 months,0
2016,2004/05,SB0802, ,SMR04, ,< 1 day,0
2017,2004/05,SB0802, ,SMR04, ,1 - 7 days,0
2018,2004/05,SB0802, ,SMR04, ,8 - 28 days,0
2019,2004/05,SB0802, ,SMR04, ,29 days - 6 months,0
2020,2004/05,SB0802, ,SMR04, ,> 6 months,20
2021,2004/05,SB0802, ,Total,d,< 1 day,0
2022,2004/05,SB0802, ,Total,d,1 - 7 days,0
2023,2004/05,SB0802, ,Total,d,8 - 28 days,0
2024,2004/05,SB0802, ,Total,d,29 days - 6 months,0
2025,2004/05,SB0802, ,Total,d,> 6 months,20
2026,2004/05,S92000003,d,SMR01, ,< 1 day,1570
2027,2004/05,S92000003,d,SMR01, ,1 - 7 days,4350
2028,2004/05,S92000003,d,SMR01, ,8 - 28 days,1570
2029,2004/05,S92000003,d,SMR01, ,29 days - 6 months,870
2030,2004/05,S92000003,d,SMR01, ,> 6 months,70
2031,2004/05,S92000003,d,SMR04, ,< 1 day,440
2032,2004/05,S92000003,d,SMR04, ,1 - 7 days,6440
2033,2004/05,S92000003,d,SMR04, ,8 - 28 days,8340
2034,2004/05,S92000003,d,SMR04, ,29 days - 6 months,7230
2035,2004/05,S92000003,d,SMR04, ,> 6 months,1780
2036,2004/05,S92000003,d,Total,d,< 1 day,2020
2037,2004/05,S92000003,d,Total,d,1 - 7 days,10780
2038,2004/05,S92000003,d,Total,d,8 - 28 days,9900
2039,2004/05,S92000003,d,Total,d,29 days - 6 months,8110
2040,2004/05,S92000003,d,Total,d,> 6 months,1850
2041,2005/06,SB0801, ,SMR01, ,< 1 day,0
2042,2005/06,SB0801, ,SMR01, ,1 - 7 days,0
2043,2005/06,SB0801, ,SMR01, ,8 - 28 days,0
2044,2005/06,SB0801, ,SMR01, ,29 days - 6 months,0
2045,2005/06,SB0801, ,SMR01, ,> 6 months,0
2046,2005/06,SB0801, ,SMR04, ,< 1 day,0
2047,2005/06,SB0801, ,SMR04, ,1 - 7 days,0
2048,2005/06,SB0801, ,SMR04, ,8 - 28 days,0
2049,2005/06,SB0801, ,SMR04, ,29 days - 6 months,0
2050,2005/06,SB0801, ,SMR04, ,> 6 months,0
2051,2005/06,SB0801, ,Total,d,< 1 day,0
2052,2005/06,SB0801, ,Total,d,1 - 7 days,0
2053,2005/06,SB0801, ,Total,d,8 - 28 days,0
2054,2005/06,SB0801, ,Total,d,29 days - 6 months,0
2055,2005/06,SB0801, ,Total,d,> 6 months,0
2056,2005/06,S08000015, ,SMR01, ,< 1 day,190
2057,2005/06,S08000015, ,SMR01, ,1 - 7 days,410
2058,2005/06,S08000015, ,SMR01, ,8 - 28 days,110
2059,2005/06,S08000015, ,SMR01, ,29 days - 6 months,40
2060,2005/06,S08000015, ,SMR01, ,> 6 months,0
2061,2005/06,S08000015, ,SMR04, ,< 1 day,40
2062,2005/06,S08000015, ,SMR04, ,1 - 7 days,490
2063,2005/06,S08000015, ,SMR04, ,8 - 28 days,570
2064,2005/06,S08000015, ,SMR04, ,29 days - 6 months,550
2065,2005/06,S08000015, ,SMR04, ,> 6 months,110
2066,2005/06,S08000015, ,Total,d,< 1 day,230
2067,2005/06,S08000015, ,Total,d,1 - 7 days,900
2068,2005/06,S08000015, ,Total,d,8 - 28 days,680
2069,2005/06,S08000015, ,Total,d,29 days - 6 months,600
2070,2005/06,S08000015, ,Total,d,> 6 months,110
2071,2005/06,S08000016, ,SMR01, ,< 1 day,60
2072,2005/06,S08000016, ,SMR01, ,1 - 7 days,100
2073,2005/06,S08000016, ,SMR01, ,8 - 28 days,50
2074,2005/06,S08000016, ,SMR01, ,29 days - 6 months,30
2075,2005/06,S08000016, ,SMR01, ,> 6 months,0
2076,2005/06,S08000016, ,SMR04, ,< 1 day,10
2077,2005/06,S08000016, ,SMR04, ,1 - 7 days,150
2078,2005/06,S08000016, ,SMR04, ,8 - 28 days,210
2079,2005/06,S08000016, ,SMR04, ,29 days - 6 months,140
2080,2005/06,S08000016, ,SMR04, ,> 6 months,40
2081,2005/06,S08000016, ,Total,d,< 1 day,70
2082,2005/06,S08000016, ,Total,d,1 - 7 days,250
2083,2005/06,S08000016, ,Total,d,8 - 28 days,270
2084,2005/06,S08000016, ,Total,d,29 days - 6 months,170
2085,2005/06,S08000016, ,Total,d,> 6 months,40
2086,2005/06,S08000017, ,SMR01, ,< 1 day,40
2087,2005/06,S08000017, ,SMR01, ,1 - 7 days,80
2088,2005/06,S08000017, ,SMR01, ,8 - 28 days,30
2089,2005/06,S08000017, ,SMR01, ,29 days - 6 months,10
2090,2005/06,S08000017, ,SMR01, ,> 6 months,0
2091,2005/06,S08000017, ,SMR04, ,< 1 day,20
2092,2005/06,S08000017, ,SMR04, ,1 - 7 days,190
2093,2005/06,S08000017, ,SMR04, ,8 - 28 days,160
2094,2005/06,S08000017, ,SMR04, ,29 days - 6 months,230
2095,2005/06,S08000017, ,SMR04, ,> 6 months,30
2096,2005/06,S08000017, ,Total,d,< 1 day,60
2097,2005/06,S08000017, ,Total,d,1 - 7 days,270
2098,2005/06,S08000017, ,Total,d,8 - 28 days,190
2099,2005/06,S08000017, ,Total,d,29 days - 6 months,240
2100,2005/06,S08000017, ,Total,d,> 6 months,30
2101,2005/06,S08000029, ,SMR01, ,< 1 day,40
2102,2005/06,S08000029, ,SMR01, ,1 - 7 days,110
2103,2005/06,S08000029, ,SMR01, ,8 - 28 days,50
2104,2005/06,S08000029, ,SMR01, ,29 days - 6 months,30
2105,2005/06,S08000029, ,SMR01, ,> 6 months,0
2106,2005/06,S08000029, ,SMR04, ,< 1 day,20
2107,2005/06,S08000029, ,SMR04, ,1 - 7 days,430
2108,2005/06,S08000029, ,SMR04, ,8 - 28 days,530
2109,2005/06,S08000029, ,SMR04, ,29 days - 6 months,470
2110,2005/06,S08000029, ,SMR04, ,> 6 months,120
2111,2005/06,S08000029, ,Total,d,< 1 day,60
2112,2005/06,S08000029, ,Total,d,1 - 7 days,540
2113,2005/06,S08000029, ,Total,d,8 - 28 days,590
2114,2005/06,S08000029, ,Total,d,29 days - 6 months,500
2115,2005/06,S08000029, ,Total,d,> 6 months,120
2116,2005/06,S08000019, ,SMR01, ,< 1 day,40
2117,2005/06,S08000019, ,SMR01, ,1 - 7 days,130
2118,2005/06,S08000019, ,SMR01, ,8 - 28 days,40
2119,2005/06,S08000019, ,SMR01, ,29 days - 6 months,20
2120,2005/06,S08000019, ,SMR01, ,> 6 months,0
2121,2005/06,S08000019, ,SMR04, ,< 1 day,20
2122,2005/06,S08000019, ,SMR04, ,1 - 7 days,270
2123,2005/06,S08000019, ,SMR04, ,8 - 28 days,320
2124,2005/06,S08000019, ,SMR04, ,29 days - 6 months,310
2125,2005/06,S08000019, ,SMR04, ,> 6 months,80
2126,2005/06,S08000019, ,Total,d,< 1 day,60
2127,2005/06,S08000019, ,Total,d,1 - 7 days,400
2128,2005/06,S08000019, ,Total,d,8 - 28 days,360
2129,2005/06,S08000019, ,Total,d,29 days - 6 months,330
2130,2005/06,S08000019, ,Total,d,> 6 months,80
2131,2005/06,S08000020, ,SMR01, ,< 1 day,90
2132,2005/06,S08000020, ,SMR01, ,1 - 7 days,340
2133,2005/06,S08000020, ,SMR01, ,8 - 28 days,150
2134,2005/06,S08000020, ,SMR01, ,29 days - 6 months,70
2135,2005/06,S08000020, ,SMR01, ,> 6 months,0
2136,2005/06,S08000020, ,SMR04, ,< 1 day,20
2137,2005/06,S08000020, ,SMR04, ,1 - 7 days,420
2138,2005/06,S08000020, ,SMR04, ,8 - 28 days,510
2139,2005/06,S08000020, ,SMR04, ,29 days - 6 months,620
2140,2005/06,S08000020, ,SMR04, ,> 6 months,180
2141,2005/06,S08000020, ,Total,d,< 1 day,110
2142,2005/06,S08000020, ,Total,d,1 - 7 days,770
2143,2005/06,S08000020, ,Total,d,8 - 28 days,670
2144,2005/06,S08000020, ,Total,d,29 days - 6 months,700
2145,2005/06,S08000020, ,Total,d,> 6 months,190
2146,2005/06,S08000031, ,SMR01, ,< 1 day,300
2147,2005/06,S08000031, ,SMR01, ,1 - 7 days,1300
2148,2005/06,S08000031, ,SMR01, ,8 - 28 days,450
2149,2005/06,S08000031, ,SMR01, ,29 days - 6 months,280
2150,2005/06,S08000031, ,SMR01, ,> 6 months,10
2151,2005/06,S08000031, ,SMR04, ,< 1 day,90
2152,2005/06,S08000031, ,SMR04, ,1 - 7 days,1470
2153,2005/06,S08000031, ,SMR04, ,8 - 28 days,2140
2154,2005/06,S08000031, ,SMR04, ,29 days - 6 months,1860
2155,2005/06,S08000031, ,SMR04, ,> 6 months,460
2156,2005/06,S08000031, ,Total,d,< 1 day,380
2157,2005/06,S08000031, ,Total,d,1 - 7 days,2770
2158,2005/06,S08000031, ,Total,d,8 - 28 days,2590
2159,2005/06,S08000031, ,Total,d,29 days - 6 months,2140
2160,2005/06,S08000031, ,Total,d,> 6 months,470
2161,2005/06,S08000022, ,SMR01, ,< 1 day,180
2162,2005/06,S08000022, ,SMR01, ,1 - 7 days,480
2163,2005/06,S08000022, ,SMR01, ,8 - 28 days,140
2164,2005/06,S08000022, ,SMR01, ,29 days - 6 months,70
2165,2005/06,S08000022, ,SMR01, ,> 6 months,20
2166,2005/06,S08000022, ,SMR04, ,< 1 day,20
2167,2005/06,S08000022, ,SMR04, ,1 - 7 days,370
2168,2005/06,S08000022, ,SMR04, ,8 - 28 days,480
2169,2005/06,S08000022, ,SMR04, ,29 days - 6 months,410
2170,2005/06,S08000022, ,SMR04, ,> 6 months,100
2171,2005/06,S08000022, ,Total,d,< 1 day,200
2172,2005/06,S08000022, ,Total,d,1 - 7 days,840
2173,2005/06,S08000022, ,Total,d,8 - 28 days,620
2174,2005/06,S08000022, ,Total,d,29 days - 6 months,480
2175,2005/06,S08000022, ,Total,d,> 6 months,120
2176,2005/06,S08000032, ,SMR01, ,< 1 day,130
2177,2005/06,S08000032, ,SMR01, ,1 - 7 days,440
2178,2005/06,S08000032, ,SMR01, ,8 - 28 days,130
2179,2005/06,S08000032, ,SMR01, ,29 days - 6 months,60
2180,2005/06,S08000032, ,SMR01, ,> 6 months,0
2181,2005/06,S08000032, ,SMR04, ,< 1 day,40
2182,2005/06,S08000032, ,SMR04, ,1 - 7 days,610
2183,2005/06,S08000032, ,SMR04, ,8 - 28 days,820
2184,2005/06,S08000032, ,SMR04, ,29 days - 6 months,700
2185,2005/06,S08000032, ,SMR04, ,> 6 months,150
2186,2005/06,S08000032, ,Total,d,< 1 day,170
2187,2005/06,S08000032, ,Total,d,1 - 7 days,1050
2188,2005/06,S08000032, ,Total,d,8 - 28 days,950
2189,2005/06,S08000032, ,Total,d,29 days - 6 months,760
2190,2005/06,S08000032, ,Total,d,> 6 months,150
2191,2005/06,S08000024, ,SMR01, ,< 1 day,270
2192,2005/06,S08000024, ,SMR01, ,1 - 7 days,540
2193,2005/06,S08000024, ,SMR01, ,8 - 28 days,210
2194,2005/06,S08000024, ,SMR01, ,29 days - 6 months,170
2195,2005/06,S08000024, ,SMR01, ,> 6 months,0
2196,2005/06,S08000024, ,SMR04, ,< 1 day,80
2197,2005/06,S08000024, ,SMR04, ,1 - 7 days,1190
2198,2005/06,S08000024, ,SMR04, ,8 - 28 days,1410
2199,2005/06,S08000024, ,SMR04, ,29 days - 6 months,1100
2200,2005/06,S08000024, ,SMR04, ,> 6 months,250
2201,2005/06,S08000024, ,Total,d,< 1 day,350
2202,2005/06,S08000024, ,Total,d,1 - 7 days,1730
2203,2005/06,S08000024, ,Total,d,8 - 28 days,1620
2204,2005/06,S08000024, ,Total,d,29 days - 6 months,1270
2205,2005/06,S08000024, ,Total,d,> 6 months,260
2206,2005/06,S08000025, ,SMR01, ,< 1 day,20
2207,2005/06,S08000025, ,SMR01, ,1 - 7 days,30
2208,2005/06,S08000025, ,SMR01, ,8 - 28 days,0
2209,2005/06,S08000025, ,SMR01, ,29 days - 6 months,0
2210,2005/06,S08000025, ,SMR01, ,> 6 months,0
2211,2005/06,S08000025, ,SMR04, ,< 1 day,0
2212,2005/06,S08000025, ,SMR04, ,1 - 7 days,0
2213,2005/06,S08000025, ,SMR04, ,8 - 28 days,0
2214,2005/06,S08000025, ,SMR04, ,29 days - 6 months,0
2215,2005/06,S08000025, ,SMR04, ,> 6 months,0
2216,2005/06,S08000025, ,Total,d,< 1 day,20
2217,2005/06,S08000025, ,Total,d,1 - 7 days,30
2218,2005/06,S08000025, ,Total,d,8 - 28 days,0
2219,2005/06,S08000025, ,Total,d,29 days - 6 months,0
2220,2005/06,S08000025, ,Total,d,> 6 months,0
2221,2005/06,S08000026, ,SMR01, ,< 1 day,20
2222,2005/06,S08000026, ,SMR01, ,1 - 7 days,40
2223,2005/06,S08000026, ,SMR01, ,8 - 28 days,0
2224,2005/06,S08000026, ,SMR01, ,29 days - 6 months,0
2225,2005/06,S08000026, ,SMR01, ,> 6 months,0
2226,2005/06,S08000026, ,SMR04, ,< 1 day,0
2227,2005/06,S08000026, ,SMR04, ,1 - 7 days,0
2228,2005/06,S08000026, ,SMR04, ,8 - 28 days,0
2229,2005/06,S08000026, ,SMR04, ,29 days - 6 months,0
2230,2005/06,S08000026, ,SMR04, ,> 6 months,0
2231,2005/06,S08000026, ,Total,d,< 1 day,20
2232,2005/06,S08000026, ,Total,d,1 - 7 days,40
2233,2005/06,S08000026, ,Total,d,8 - 28 days,0
2234,2005/06,S08000026, ,Total,d,29 days - 6 months,0
2235,2005/06,S08000026, ,Total,d,> 6 months,0
2236,2005/06,S08000030, ,SMR01, ,< 1 day,120
2237,2005/06,S08000030, ,SMR01, ,1 - 7 days,160
2238,2005/06,S08000030, ,SMR01, ,8 - 28 days,80
2239,2005/06,S08000030, ,SMR01, ,29 days - 6 months,90
2240,2005/06,S08000030, ,SMR01, ,> 6 months,0
2241,2005/06,S08000030, ,SMR04, ,< 1 day,70
2242,2005/06,S08000030, ,SMR04, ,1 - 7 days,600
2243,2005/06,S08000030, ,SMR04, ,8 - 28 days,620
2244,2005/06,S08000030, ,SMR04, ,29 days - 6 months,510
2245,2005/06,S08000030, ,SMR04, ,> 6 months,180
2246,2005/06,S08000030, ,Total,d,< 1 day,180
2247,2005/06,S08000030, ,Total,d,1 - 7 days,760
2248,2005/06,S08000030, ,Total,d,8 - 28 days,690
2249,2005/06,S08000030, ,Total,d,29 days - 6 months,600
2250,2005/06,S08000030, ,Total,d,> 6 months,180
2251,2005/06,S08000028, ,SMR01, ,< 1 day,40
2252,2005/06,S08000028, ,SMR01, ,1 - 7 days,90
2253,2005/06,S08000028, ,SMR01, ,8 - 28 days,70
2254,2005/06,S08000028, ,SMR01, ,29 days - 6 months,10
2255,2005/06,S08000028, ,SMR01, ,> 6 months,0
2256,2005/06,S08000028, ,SMR04, ,< 1 day,0
2257,2005/06,S08000028, ,SMR04, ,1 - 7 days,40
2258,2005/06,S08000028, ,SMR04, ,8 - 28 days,60
2259,2005/06,S08000028, ,SMR04, ,29 days - 6 months,40
2260,2005/06,S08000028, ,SMR04, ,> 6 months,20
2261,2005/06,S08000028, ,Total,d,< 1 day,40
2262,2005/06,S08000028, ,Total,d,1 - 7 days,130
2263,2005/06,S08000028, ,Total,d,8 - 28 days,130
2264,2005/06,S08000028, ,Total,d,29 days - 6 months,50
2265,2005/06,S08000028, ,Total,d,> 6 months,20
2266,2005/06,SB0802, ,SMR01, ,< 1 day,0
2267,2005/06,SB0802, ,SMR01, ,1 - 7 days,0
2268,2005/06,SB0802, ,SMR01, ,8 - 28 days,0
2269,2005/06,SB0802, ,SMR01, ,29 days - 6 months,0
2270,2005/06,SB0802, ,SMR01, ,> 6 months,0
2271,2005/06,SB0802, ,SMR04, ,< 1 day,0
2272,2005/06,SB0802, ,SMR04, ,1 - 7 days,0
2273,2005/06,SB0802, ,SMR04, ,8 - 28 days,0
2274,2005/06,SB0802, ,SMR04, ,29 days - 6 months,10
2275,2005/06,SB0802, ,SMR04, ,> 6 months,20
2276,2005/06,SB0802, ,Total,d,< 1 day,0
2277,2005/06,SB0802, ,Total,d,1 - 7 days,0
2278,2005/06,SB0802, ,Total,d,8 - 28 days,0
2279,2005/06,SB0802, ,Total,d,29 days - 6 months,10
2280,2005/06,SB0802, ,Total,d,> 6 months,20
2281,2005/06,S92000003,d,SMR01, ,< 1 day,1530
2282,2005/06,S92000003,d,SMR01, ,1 - 7 days,4260
2283,2005/06,S92000003,d,SMR01, ,8 - 28 days,1520
2284,2005/06,S92000003,d,SMR01, ,29 days - 6 months,880
2285,2005/06,S92000003,d,SMR01, ,> 6 months,50
2286,2005/06,S92000003,d,SMR04, ,< 1 day,440
2287,2005/06,S92000003,d,SMR04, ,1 - 7 days,6220
2288,2005/06,S92000003,d,SMR04, ,8 - 28 days,7830
2289,2005/06,S92000003,d,SMR04, ,29 days - 6 months,6960
2290,2005/06,S92000003,d,SMR04, ,> 6 months,1740
2291,2005/06,S92000003,d,Total,d,< 1 day,1970
2292,2005/06,S92000003,d,Total,d,1 - 7 days,10480
2293,2005/06,S92000003,d,Total,d,8 - 28 days,9350
2294,2005/06,S92000003,d,Total,d,29 days - 6 months,7850
2295,2005/06,S92000003,d,Total,d,> 6 months,1780
2296,2006/07,SB0801, ,SMR01, ,< 1 day,0
2297,2006/07,SB0801, ,SMR01, ,1 - 7 days,0
2298,2006/07,SB0801, ,SMR01, ,8 - 28 days,0
2299,2006/07,SB0801, ,SMR01, ,29 days - 6 months,0
2300,2006/07,SB0801, ,SMR01, ,> 6 months,0
2301,2006/07,SB0801, ,SMR04, ,< 1 day,0
2302,2006/07,SB0801, ,SMR04, ,1 - 7 days,0
2303,2006/07,SB0801, ,SMR04, ,8 - 28 days,0
2304,2006/07,SB0801, ,SMR04, ,29 days - 6 months,0
2305,2006/07,SB0801, ,SMR04, ,> 6 months,0
2306,2006/07,SB0801, ,Total,d,< 1 day,0
2307,2006/07,SB0801, ,Total,d,1 - 7 days,0
2308,2006/07,SB0801, ,Total,d,8 - 28 days,0
2309,2006/07,SB0801, ,Total,d,29 days - 6 months,0
2310,2006/07,SB0801, ,Total,d,> 6 months,0
2311,2006/07,S08000015, ,SMR01, ,< 1 day,220
2312,2006/07,S08000015, ,SMR01, ,1 - 7 days,420
2313,2006/07,S08000015, ,SMR01, ,8 - 28 days,100
2314,2006/07,S08000015, ,SMR01, ,29 days - 6 months,20
2315,2006/07,S08000015, ,SMR01, ,> 6 months,0
2316,2006/07,S08000015, ,SMR04, ,< 1 day,30
2317,2006/07,S08000015, ,SMR04, ,1 - 7 days,420
2318,2006/07,S08000015, ,SMR04, ,8 - 28 days,480
2319,2006/07,S08000015, ,SMR04, ,29 days - 6 months,540
2320,2006/07,S08000015, ,SMR04, ,> 6 months,110
2321,2006/07,S08000015, ,Total,d,< 1 day,260
2322,2006/07,S08000015, ,Total,d,1 - 7 days,850
2323,2006/07,S08000015, ,Total,d,8 - 28 days,580
2324,2006/07,S08000015, ,Total,d,29 days - 6 months,560
2325,2006/07,S08000015, ,Total,d,> 6 months,110
2326,2006/07,S08000016, ,SMR01, ,< 1 day,80
2327,2006/07,S08000016, ,SMR01, ,1 - 7 days,130
2328,2006/07,S08000016, ,SMR01, ,8 - 28 days,60
2329,2006/07,S08000016, ,SMR01, ,29 days - 6 months,40
2330,2006/07,S08000016, ,SMR01, ,> 6 months,0
2331,2006/07,S08000016, ,SMR04, ,< 1 day,100
2332,2006/07,S08000016, ,SMR04, ,1 - 7 days,170
2333,2006/07,S08000016, ,SMR04, ,8 - 28 days,230
2334,2006/07,S08000016, ,SMR04, ,29 days - 6 months,160
2335,2006/07,S08000016, ,SMR04, ,> 6 months,40
2336,2006/07,S08000016, ,Total,d,< 1 day,170
2337,2006/07,S08000016, ,Total,d,1 - 7 days,300
2338,2006/07,S08000016, ,Total,d,8 - 28 days,290
2339,2006/07,S08000016, ,Total,d,29 days - 6 months,200
2340,2006/07,S08000016, ,Total,d,> 6 months,40
2341,2006/07,S08000017, ,SMR01, ,< 1 day,40
2342,2006/07,S08000017, ,SMR01, ,1 - 7 days,100
2343,2006/07,S08000017, ,SMR01, ,8 - 28 days,50
2344,2006/07,S08000017, ,SMR01, ,29 days - 6 months,10
2345,2006/07,S08000017, ,SMR01, ,> 6 months,0
2346,2006/07,S08000017, ,SMR04, ,< 1 day,20
2347,2006/07,S08000017, ,SMR04, ,1 - 7 days,170
2348,2006/07,S08000017, ,SMR04, ,8 - 28 days,160
2349,2006/07,S08000017, ,SMR04, ,29 days - 6 months,190
2350,2006/07,S08000017, ,SMR04, ,> 6 months,60
2351,2006/07,S08000017, ,Total,d,< 1 day,60
2352,2006/07,S08000017, ,Total,d,1 - 7 days,270
2353,2006/07,S08000017, ,Total,d,8 - 28 days,200
2354,2006/07,S08000017, ,Total,d,29 days - 6 months,200
2355,2006/07,S08000017, ,Total,d,> 6 months,60
2356,2006/07,S08000029, ,SMR01, ,< 1 day,50
2357,2006/07,S08000029, ,SMR01, ,1 - 7 days,150
2358,2006/07,S08000029, ,SMR01, ,8 - 28 days,70
2359,2006/07,S08000029, ,SMR01, ,29 days - 6 months,40
2360,2006/07,S08000029, ,SMR01, ,> 6 months,10
2361,2006/07,S08000029, ,SMR04, ,< 1 day,40
2362,2006/07,S08000029, ,SMR04, ,1 - 7 days,490
2363,2006/07,S08000029, ,SMR04, ,8 - 28 days,430
2364,2006/07,S08000029, ,SMR04, ,29 days - 6 months,390
2365,2006/07,S08000029, ,SMR04, ,> 6 months,80
2366,2006/07,S08000029, ,Total,d,< 1 day,90
2367,2006/07,S08000029, ,Total,d,1 - 7 days,650
2368,2006/07,S08000029, ,Total,d,8 - 28 days,490
2369,2006/07,S08000029, ,Total,d,29 days - 6 months,430
2370,2006/07,S08000029, ,Total,d,> 6 months,90
2371,2006/07,S08000019, ,SMR01, ,< 1 day,40
2372,2006/07,S08000019, ,SMR01, ,1 - 7 days,120
2373,2006/07,S08000019, ,SMR01, ,8 - 28 days,50
2374,2006/07,S08000019, ,SMR01, ,29 days - 6 months,10
2375,2006/07,S08000019, ,SMR01, ,> 6 months,0
2376,2006/07,S08000019, ,SMR04, ,< 1 day,40
2377,2006/07,S08000019, ,SMR04, ,1 - 7 days,310
2378,2006/07,S08000019, ,SMR04, ,8 - 28 days,260
2379,2006/07,S08000019, ,SMR04, ,29 days - 6 months,260
2380,2006/07,S08000019, ,SMR04, ,> 6 months,90
2381,2006/07,S08000019, ,Total,d,< 1 day,70
2382,2006/07,S08000019, ,Total,d,1 - 7 days,440
2383,2006/07,S08000019, ,Total,d,8 - 28 days,310
2384,2006/07,S08000019, ,Total,d,29 days - 6 months,270
2385,2006/07,S08000019, ,Total,d,> 6 months,90
2386,2006/07,S08000020, ,SMR01, ,< 1 day,110
2387,2006/07,S08000020, ,SMR01, ,1 - 7 days,350
2388,2006/07,S08000020, ,SMR01, ,8 - 28 days,180
2389,2006/07,S08000020, ,SMR01, ,29 days - 6 months,70
2390,2006/07,S08000020, ,SMR01, ,> 6 months,0
2391,2006/07,S08000020, ,SMR04, ,< 1 day,20
2392,2006/07,S08000020, ,SMR04, ,1 - 7 days,400
2393,2006/07,S08000020, ,SMR04, ,8 - 28 days,560
2394,2006/07,S08000020, ,SMR04, ,29 days - 6 months,610
2395,2006/07,S08000020, ,SMR04, ,> 6 months,200
2396,2006/07,S08000020, ,Total,d,< 1 day,130
2397,2006/07,S08000020, ,Total,d,1 - 7 days,750
2398,2006/07,S08000020, ,Total,d,8 - 28 days,740
2399,2006/07,S08000020, ,Total,d,29 days - 6 months,680
2400,2006/07,S08000020, ,Total,d,> 6 months,200
2401,2006/07,S08000031, ,SMR01, ,< 1 day,390
2402,2006/07,S08000031, ,SMR01, ,1 - 7 days,1590
2403,2006/07,S08000031, ,SMR01, ,8 - 28 days,550
2404,2006/07,S08000031, ,SMR01, ,29 days - 6 months,280
2405,2006/07,S08000031, ,SMR01, ,> 6 months,20
2406,2006/07,S08000031, ,SMR04, ,< 1 day,90
2407,2006/07,S08000031, ,SMR04, ,1 - 7 days,1410
2408,2006/07,S08000031, ,SMR04, ,8 - 28 days,1930
2409,2006/07,S08000031, ,SMR04, ,29 days - 6 months,1730
2410,2006/07,S08000031, ,SMR04, ,> 6 months,430
2411,2006/07,S08000031, ,Total,d,< 1 day,480
2412,2006/07,S08000031, ,Total,d,1 - 7 days,3000
2413,2006/07,S08000031, ,Total,d,8 - 28 days,2480
2414,2006/07,S08000031, ,Total,d,29 days - 6 months,2020
2415,2006/07,S08000031, ,Total,d,> 6 months,440
2416,2006/07,S08000022, ,SMR01, ,< 1 day,160
2417,2006/07,S08000022, ,SMR01, ,1 - 7 days,540
2418,2006/07,S08000022, ,SMR01, ,8 - 28 days,160
2419,2006/07,S08000022, ,SMR01, ,29 days - 6 months,70
2420,2006/07,S08000022, ,SMR01, ,> 6 months,10
2421,2006/07,S08000022, ,SMR04, ,< 1 day,30
2422,2006/07,S08000022, ,SMR04, ,1 - 7 days,360
2423,2006/07,S08000022, ,SMR04, ,8 - 28 days,430
2424,2006/07,S08000022, ,SMR04, ,29 days - 6 months,390
2425,2006/07,S08000022, ,SMR04, ,> 6 months,120
2426,2006/07,S08000022, ,Total,d,< 1 day,190
2427,2006/07,S08000022, ,Total,d,1 - 7 days,900
2428,2006/07,S08000022, ,Total,d,8 - 28 days,590
2429,2006/07,S08000022, ,Total,d,29 days - 6 months,450
2430,2006/07,S08000022, ,Total,d,> 6 months,130
2431,2006/07,S08000032, ,SMR01, ,< 1 day,140
2432,2006/07,S08000032, ,SMR01, ,1 - 7 days,570
2433,2006/07,S08000032, ,SMR01, ,8 - 28 days,120
2434,2006/07,S08000032, ,SMR01, ,29 days - 6 months,60
2435,2006/07,S08000032, ,SMR01, ,> 6 months,0
2436,2006/07,S08000032, ,SMR04, ,< 1 day,50
2437,2006/07,S08000032, ,SMR04, ,1 - 7 days,560
2438,2006/07,S08000032, ,SMR04, ,8 - 28 days,820
2439,2006/07,S08000032, ,SMR04, ,29 days - 6 months,710
2440,2006/07,S08000032, ,SMR04, ,> 6 months,140
2441,2006/07,S08000032, ,Total,d,< 1 day,190
